User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type
User_300,Tesla Model 3,100.0,Station_286,Los Angeles,2024-01-13 11:00:00,2024-01-13 13:24:00,5.6995199544600395,1.0866768976439045,40.48262896138074,16.58424488333184,Afternoon,Monday,54.544755368940045,81.03013387969956,221.58355288822713,32.63449014531149,3.0,Level 2,Commuter
User_301,Hyundai Kona,65.04709890586727,Station_49,Los Angeles,2024-01-13 12:00:00,2024-01-13 13:06:00,54.52901286506665,0.6431048412173435,41.494238016038736,9.767814595808773,Morning,Monday,73.36171145435397,73.14283891077369,250.36992822573612,31.247335393559474,0.0,Level 1,Long-Distance Traveler
User_302,Hyundai Kona,50.0,Station_140,New York,2024-01-13 13:00:00,2024-01-13 16:14:00,56.324648784145005,3.354432889112449,14.245986238314003,31.34224898721738,Evening,Sunday,63.932753775970696,87.69917051125832,174.13894213778076,-6.256501931360966,7.0,Level 2,Long-Distance Traveler
User_303,Tesla Model 3,75.0,Station_218,Los Angeles,2024-01-13 14:00:00,2024-01-13 16:34:00,,2.7625070229720112,15.292960589675515,26.575187305228262,Afternoon,Wednesday,75.32264788537638,89.871641082688,197.66783354430208,21.139472375158668,6.0,Level 1,Casual Driver
User_304,Hyundai Kona,75.0,Station_44,Los Angeles,2024-01-13 15:00:00,2024-01-13 16:50:00,65.2254522844251,2.7599862066097303,18.069592332988357,29.435894388359383,Evening,Tuesday,45.5068659842013,83.40752160581039,206.9879012630543,4.068853035632117,0.0,DC Fast Charger,Casual Driver
User_305,Chevy Bolt,100.0,Station_417,Houston,2024-01-13 16:00:00,2024-01-13 19:41:00,23.540383919797492,2.5925972772690966,3.5081614873934335,23.220087806019023,Evening,Thursday,17.170614248794294,39.31920167051178,192.85689131728176,14.538649316116313,4.0,Level 2,Casual Driver
User_306,BMW i3,75.0,Station_269,Chicago,2024-01-13 17:00:00,2024-01-13 18:31:00,18.549702417680706,1.828878540843832,13.855271545417976,16.48379963872817,Night,Tuesday,37.87100088921708,66.16504375021906,46.22369185622132,26.694888257357164,7.0,DC Fast Charger,Casual Driver
User_307,Tesla Model 3,33.37702357097419,Station_78,Chicago,2024-01-13 18:00:00,2024-01-13 19:41:00,20.763187642544253,2.6865649816346506,23.99284957205273,30.691998651557007,Morning,Thursday,27.40042669502671,55.23400520188916,155.2169255876906,8.316822120598246,2.0,Level 1,Long-Distance Traveler
User_308,BMW i3,85.0,Station_216,Houston,2024-01-13 19:00:00,2024-01-13 22:38:00,46.454781153731524,3.9365705372341204,42.83848279850626,5.06404815023892,Morning,Tuesday,12.793089168257392,70.71797256504605,3.824527427420319,26.51176747373154,1.7554439348812885,Level 1,Commuter
User_309,Hyundai Kona,85.0,Station_382,Los Angeles,2024-01-13 20:00:00,2024-01-13 22:34:00,49.74934189978176,2.008221975228492,33.70234120475917,18.58598183312089,Night,Thursday,62.63796602121695,87.47010159296559,177.26981142816254,31.464224787251247,0.0,DC Fast Charger,Long-Distance Traveler
User_310,Hyundai Kona,100.0,Station_98,Houston,2024-01-13 21:00:00,2024-01-14 00:10:00,66.17491556109752,1.5908913989608646,4.096052506150107,37.055020964602676,Night,Wednesday,57.518557510456134,59.218344208577115,19.842550619791872,12.62900174508787,2.0,DC Fast Charger,Casual Driver
User_311,Tesla Model 3,85.0,Station_236,New York,2024-01-13 22:00:00,2024-01-13 23:35:00,,2.1398831582549125,12.428454608347145,30.345563222221624,Evening,Tuesday,11.309421123206622,61.89683408606989,50.070107726299504,22.772156261728085,1.0,DC Fast Charger,Commuter
User_312,Chevy Bolt,59.794139252441894,Station_282,Chicago,2024-01-13 23:00:00,2024-01-13 23:59:00,49.83823893887459,1.6478234891252015,20.870007767570655,12.24506007473568,Morning,Friday,41.37761828816223,62.03331148509731,40.84365487671591,-4.843799756853213,5.685366888566936,DC Fast Charger,Long-Distance Traveler
User_313,Nissan Leaf,75.0,Station_149,San Francisco,2024-01-14 00:00:00,2024-01-14 00:49:00,50.659847013529514,0.5600308824381494,41.88423157875781,34.023837203216026,Night,Friday,79.25660844200286,76.33856416576592,206.66803143002105,14.060078741167839,2.0,Level 2,Commuter
User_314,Tesla Model 3,62.0,Station_412,New York,2024-01-14 01:00:00,2024-01-14 04:37:00,6.885479431723564,3.500201170135869,29.44664264254554,13.151438217973151,Afternoon,Thursday,62.99501973890689,70.58747645056332,270.3822387599344,4.057993736673463,7.0,DC Fast Charger,Long-Distance Traveler
User_315,Nissan Leaf,75.0,Station_304,New York,2024-01-14 02:00:00,2024-01-14 03:51:00,64.76361325790924,0.5433591266631455,31.454058003564615,9.001401096042077,Evening,Wednesday,68.68211127506426,63.140043864406955,213.73081476460652,-5.431969444252173,1.0,Level 2,Commuter
User_316,Nissan Leaf,50.0,Station_484,Houston,2024-01-14 03:00:00,2024-01-14 05:16:00,55.420912210556004,3.6744100257396752,39.08038684912086,11.678020987060137,Morning,Thursday,74.61169023972576,62.05991728356241,204.67136761932085,-9.366179122075465,1.0,DC Fast Charger,Commuter
User_317,Chevy Bolt,85.0,Station_424,Los Angeles,2024-01-14 04:00:00,2024-01-14 07:51:00,37.77161458127733,4.615782239309852,4.034655716474346,32.356351723069324,Evening,Wednesday,52.13244929303641,93.21180849655904,96.84198081577826,1.7308596215155436,7.0,DC Fast Charger,Casual Driver
User_318,Nissan Leaf,75.0,Station_66,Chicago,2024-01-14 05:00:00,2024-01-14 08:01:00,44.06555274761643,0.7388318908606428,18.136176918025765,37.81041851456051,Evening,Monday,43.3631967175386,72.85514963212466,261.50598887337225,21.12350581758097,6.0,Level 2,Casual Driver
User_319,Nissan Leaf,50.0,Station_234,San Francisco,2024-01-14 06:00:00,2024-01-14 08:41:00,76.70996422567768,2.718104326803347,37.73494300980388,9.420847431771925,Afternoon,Tuesday,57.418238339188854,53.71579569179588,189.89795469837304,20.606106284958486,2.0,Level 1,Commuter
User_320,Chevy Bolt,75.0,Station_457,New York,2024-01-14 07:00:00,2024-01-14 08:06:00,6.521023617093562,0.9500538452594569,34.45341482483377,9.835010134456079,Afternoon,Wednesday,80.47386392705907,52.86565232596662,86.1229463663984,1.2157737486667681,7.0,Level 1,Commuter
User_321,Nissan Leaf,85.0,Station_87,San Francisco,2024-01-14 08:00:00,2024-01-14 10:41:00,23.019693837419858,2.9097072695904576,23.680039830203164,20.861091013905643,Night,Thursday,78.10179095216837,68.35401867963807,89.42047869614792,12.01626990739151,3.0,Level 1,Casual Driver
User_322,Nissan Leaf,100.0,Station_79,Los Angeles,2024-01-14 09:00:00,2024-01-14 10:46:00,62.319175551810595,2.9247352724992024,22.41630595649871,7.162452048006953,Afternoon,Sunday,21.819886273129143,61.29106772673944,22.619488519526158,11.126462848905765,6.0,Level 1,Long-Distance Traveler
User_323,Nissan Leaf,62.0,Station_205,Los Angeles,2024-01-14 10:00:00,2024-01-14 11:58:00,64.52243106916856,1.7249913300016642,39.24707457045789,38.17893479405741,Morning,Sunday,31.488931192836873,66.30498502948487,75.831666453641,0.397259806410319,6.0,Level 2,Commuter
User_324,Tesla Model 3,100.0,Station_279,San Francisco,2024-01-14 11:00:00,2024-01-14 14:54:00,52.99672888359278,3.5264988700635578,38.36925513880513,6.452202177004988,Night,Monday,10.950912707790694,69.30238832786551,27.930909180515243,14.177763270049578,6.0,Level 1,Long-Distance Traveler
User_325,Tesla Model 3,75.0,Station_337,Chicago,2024-01-14 12:00:00,2024-01-14 14:55:00,74.73938753754207,0.0953144165458864,44.05048455914645,27.742986940755994,Morning,Sunday,27.62289341973861,61.32518277224479,56.3252273928085,9.990199636985105,3.176061926468777,Level 2,Casual Driver
User_326,Tesla Model 3,62.0,Station_254,Los Angeles,2024-01-14 13:00:00,2024-01-14 14:57:00,17.890527690443513,3.7065221875647003,3.6602456856244405,25.222700923617165,Morning,Thursday,32.14887452372518,113.21106541250637,,-4.306189808549535,5.0,Level 2,Commuter
User_327,Chevy Bolt,100.0,Station_304,San Francisco,2024-01-14 14:00:00,2024-01-14 17:43:00,18.848843442027324,2.414714251795192,47.44796509326113,7.321396396832365,Night,Friday,84.30767807010035,62.79550482109619,237.05129862525646,-2.876962686979992,1.0,Level 2,Long-Distance Traveler
User_328,Hyundai Kona,100.0,Station_380,New York,2024-01-14 15:00:00,2024-01-14 18:25:00,58.37615445163145,1.8775223705101527,4.6696670367747615,33.85680931892132,Afternoon,Friday,15.359167401010394,56.58027747341746,96.86304815594603,16.972016794308892,3.0,Level 2,Casual Driver
User_329,Nissan Leaf,62.0,Station_130,San Francisco,2024-01-14 16:00:00,2024-01-14 17:02:00,57.819430587681474,2.1704717138663234,,31.9207848743162,Evening,Tuesday,66.55433081505481,77.72473780774943,222.66925108491475,34.04479017061414,1.0,Level 2,Commuter
User_330,Nissan Leaf,85.0,Station_84,San Francisco,2024-01-14 17:00:00,2024-01-14 18:27:00,13.3246110441358,1.38201984923984,24.74284750954942,12.388236508175128,Afternoon,Saturday,52.78624625920918,92.86857199351071,283.9904923578399,35.704863864734804,4.0,DC Fast Charger,Long-Distance Traveler
User_331,Chevy Bolt,85.0,Station_276,Houston,2024-01-14 18:00:00,2024-01-14 21:50:00,14.503455142567915,2.2408340054324674,37.65992488009884,11.910831368910282,Morning,Tuesday,51.14214596336595,99.98660421478363,168.0448614464392,12.247398913599419,3.0,Level 2,Commuter
User_332,Nissan Leaf,85.0,Station_187,Los Angeles,2024-01-14 19:00:00,2024-01-14 19:57:00,26.344684590193882,1.9720670095491295,19.951513324304088,17.65021852942759,Morning,Sunday,11.85553123414742,57.08540547671732,216.47155389288085,-2.058775959888321,3.0,Level 1,Long-Distance Traveler
User_333,Tesla Model 3,6.168895844295367,Station_46,Chicago,2024-01-14 20:00:00,2024-01-14 21:04:00,50.596951312425645,3.4731728239963258,9.860027647642006,27.986543851528875,Night,Monday,29.942229309310562,73.7587986463408,211.63468420281276,33.23430131892319,2.0,Level 2,Long-Distance Traveler
User_334,Hyundai Kona,75.0,Station_387,Chicago,2024-01-14 21:00:00,2024-01-14 23:34:00,,1.0786355189318966,11.050168940477276,17.585635087197517,Morning,Sunday,71.30305100718603,95.31144685759358,56.54474446768358,19.37429264322314,7.0,Level 1,Commuter
User_335,BMW i3,62.0,Station_183,Houston,2024-01-14 22:00:00,2024-01-15 00:47:00,103.81260559148436,3.5254454687342496,16.59138266956989,17.66922822732998,Night,Friday,52.796793274706474,89.3517921097638,99.9410054242442,8.330158355627752,3.1001692352509234,Level 2,Casual Driver
User_336,Nissan Leaf,62.0,Station_268,Chicago,2024-01-14 23:00:00,2024-01-15 00:34:00,70.39888221837178,0.5515336215146602,20.75090125342945,20.158307658211903,Night,Wednesday,84.36276676677173,62.147600008641334,240.33479918851242,-7.880884645585255,7.0,Level 1,Commuter
User_337,Tesla Model 3,45.62653203455355,Station_296,San Francisco,2024-01-15 00:00:00,2024-01-15 01:11:00,77.17272373807074,1.4091282763590154,17.573025616919114,11.760498614437916,Afternoon,Friday,19.94692587515722,95.09672125231026,,3.498381005989529,4.0,Level 2,Casual Driver
User_338,BMW i3,62.0,Station_322,Houston,2024-01-15 01:00:00,2024-01-15 02:54:00,62.19283345936647,0.5552103642000609,20.452512310927712,19.476994633844892,Morning,Saturday,24.3852455984819,88.82972948026371,277.7232644606139,14.276251340517547,4.0,DC Fast Charger,Long-Distance Traveler
User_339,Hyundai Kona,62.0,Station_100,New York,2024-01-15 02:00:00,2024-01-15 04:46:00,71.91146876524706,2.886555302238684,10.552801035266457,21.332342738358008,Afternoon,Tuesday,86.48761305002787,70.89800745335748,140.09757101710082,-4.764488994806529,7.0,Level 1,Long-Distance Traveler
User_340,BMW i3,62.0,Station_78,Los Angeles,2024-01-15 03:00:00,2024-01-15 06:37:00,79.97807283663732,0.9198467271186718,,27.85794776975846,Evening,Thursday,88.1942695265976,62.30655558591127,295.82448366225185,6.247841392473045,7.545586232503917,Level 1,Long-Distance Traveler
User_341,Tesla Model 3,100.0,Station_272,Los Angeles,2024-01-15 04:00:00,2024-01-15 06:20:00,5.775919735452496,1.8364567962319551,33.74537926514628,24.985691281650627,Afternoon,Sunday,25.118016109663355,59.04654073710448,96.33217778289773,37.10118843149111,1.0,Level 2,Casual Driver
User_342,BMW i3,50.0,Station_339,Los Angeles,2024-01-15 05:00:00,2024-01-15 05:44:00,53.81020176075347,0.513006350951944,22.344440296603008,15.791319763690598,Morning,Monday,52.44295176374061,82.42209464917141,116.73098347986931,-0.0328724734896948,2.0,Level 1,Long-Distance Traveler
User_343,Chevy Bolt,100.0,Station_162,San Francisco,2024-01-15 06:00:00,2024-01-15 09:34:00,38.66237698854864,2.3650578770652744,26.721195372916803,16.315819392880815,Evening,Saturday,68.12187775308132,56.480437047708236,257.88294307386036,29.180536779668387,6.0,Level 2,Commuter
User_344,BMW i3,50.0,Station_44,New York,2024-01-15 07:00:00,2024-01-15 08:38:00,56.69330149715174,2.391852378811275,44.995222235265096,32.990022358476075,Morning,Friday,46.58776207592858,76.38049503488057,140.3114417006873,25.12730864719061,0.0,DC Fast Charger,Long-Distance Traveler
User_345,Nissan Leaf,85.0,Station_238,Houston,2024-01-15 08:00:00,2024-01-15 10:14:00,40.161421851143096,2.517973871979124,28.479962126485365,13.37000578755204,Evening,Wednesday,35.04453497731117,94.56359194190472,93.99523169765295,13.354387166466346,2.0,DC Fast Charger,Casual Driver
User_346,Nissan Leaf,62.0,Station_134,Houston,2024-01-15 09:00:00,2024-01-15 11:59:00,42.51736091943514,0.9297646566647817,39.91263736239426,7.234439776855737,Morning,Saturday,88.94643474449397,63.743344919418114,191.0776829422596,10.333196461649678,4.0,Level 2,Casual Driver
User_347,Chevy Bolt,50.0,Station_461,Los Angeles,2024-01-15 10:00:00,2024-01-15 11:33:00,29.29844560325747,1.8733968578439004,30.979410566232026,37.164698443381525,Afternoon,Wednesday,125.0872271230777,97.05902046746334,296.2236692095064,7.640810712407223,7.0,Level 2,Commuter
User_348,Tesla Model 3,50.0,Station_192,New York,2024-01-15 11:00:00,2024-01-15 12:10:00,67.22515101988213,0.5046012170071925,37.2360143567669,21.014153018823738,Morning,Wednesday,38.02384077001244,94.36765550022875,57.59194551494831,12.265243732279334,6.0,DC Fast Charger,Commuter
User_349,Nissan Leaf,85.0,Station_356,New York,2024-01-15 12:00:00,2024-01-15 13:40:00,,2.9168849534044794,17.92601361021918,27.997593159422426,Night,Monday,35.80235635820473,95.56175648477979,73.04739192531423,-4.127630920305832,5.0,Level 1,Casual Driver
User_350,Hyundai Kona,50.0,Station_278,New York,2024-01-15 13:00:00,2024-01-15 14:25:00,76.71844669022504,3.7749093214166902,44.13745109144485,35.85250777915667,Night,Wednesday,10.896089231058816,69.95912479845512,247.40835085814211,27.955437205015194,0.0,Level 1,Casual Driver
User_351,Nissan Leaf,62.0,Station_18,Chicago,2024-01-15 14:00:00,2024-01-15 17:00:00,60.96907588597162,2.4969601810931428,6.682750854200964,37.049260244719996,Afternoon,Wednesday,75.85725205688395,92.36496167231003,266.82108780235893,20.465566167774167,6.0,Level 1,Commuter
User_352,Nissan Leaf,62.0,Station_12,Chicago,2024-01-15 15:00:00,2024-01-15 15:54:00,48.324607753974774,2.3116366709448877,19.59383734315731,49.137469881406524,Afternoon,Friday,27.014978040990016,55.861029409729085,161.40304885740548,3.4993413766720423,2.0,DC Fast Charger,Commuter
User_353,Tesla Model 3,62.0,Station_180,Los Angeles,2024-01-15 16:00:00,2024-01-15 18:14:00,65.54082473190631,1.1606546727693638,31.858997698920543,37.48997540777594,Evening,Monday,25.201903407412274,96.76344205477159,78.61444615533611,0.9476450506080241,6.0,Level 2,Commuter
User_354,BMW i3,100.0,Station_123,New York,2024-01-15 17:00:00,2024-01-15 19:43:00,68.74906948767578,0.5546371779020524,10.761670592921948,28.29294039482075,Afternoon,Thursday,81.2848669802037,66.07649512570205,284.84580003977186,13.789659826810095,3.0,DC Fast Charger,Commuter
User_355,Nissan Leaf,85.0,Station_246,New York,2024-01-15 18:00:00,2024-01-15 20:28:00,67.43740257394747,1.8145610590347336,16.09934851847499,14.996368751082128,Night,Thursday,89.87079040064869,93.90137525264329,36.060236573123994,34.08218775904674,3.0,Level 1,Casual Driver
User_356,Chevy Bolt,75.0,Station_222,Houston,2024-01-15 19:00:00,2024-01-15 22:11:00,10.450657832354688,1.4282962338251743,39.893826100669024,32.560979001782584,Afternoon,Wednesday,82.76444286202731,60.77776334578708,85.92100724905812,20.63494735094825,0.0,Level 2,Long-Distance Traveler
User_357,BMW i3,100.0,Station_373,Houston,2024-01-15 20:00:00,2024-01-15 23:40:00,30.80566200277668,1.0378600717476723,18.97988934768992,18.353195110709667,Night,Saturday,60.727202748946425,61.206551368746865,155.71449022041207,29.11438026886234,5.0,Level 2,Casual Driver
User_358,Hyundai Kona,85.0,Station_51,Los Angeles,2024-01-15 21:00:00,2024-01-15 21:38:00,62.09565922628094,2.477935464885133,30.52868478649712,8.860047394828275,Afternoon,Tuesday,43.886190846537644,81.46898348084524,285.79045868610996,-8.559081242956825,1.0,Level 1,Commuter
User_359,Tesla Model 3,100.0,Station_488,New York,2024-01-15 22:00:00,2024-01-15 23:29:00,28.864060959229153,2.113671385265924,38.34408586043845,37.449519180137635,Night,Monday,27.678537866654462,92.57272070890083,107.0000963359066,13.194479356064214,2.0,Level 2,Casual Driver
User_360,Hyundai Kona,75.0,Station_71,Los Angeles,2024-01-15 23:00:00,2024-01-16 01:34:00,33.370542026215475,2.4863752525971208,41.92916859260739,7.409254803081209,Evening,Sunday,58.60908208265877,71.21956042362135,279.5193618635699,15.418433423035204,8.018665733261262,Level 1,Commuter
User_361,BMW i3,77.60847805142836,Station_480,Houston,2024-01-16 00:00:00,2024-01-16 01:18:00,73.09045077014305,1.7540479473185384,30.388803808157416,9.595163793661461,Morning,Tuesday,29.666501463197683,99.8568507681671,227.72598022605166,2.5942497264893376,7.0,DC Fast Charger,Casual Driver
User_362,BMW i3,75.0,Station_48,Houston,2024-01-16 01:00:00,2024-01-16 02:20:00,26.992344080966546,3.548983525567543,46.581371183080236,36.50047332152248,Morning,Monday,23.69485787229742,56.10531021153972,237.51102046374248,25.109612248202076,1.0,Level 2,Commuter
User_363,BMW i3,85.0,Station_19,Chicago,2024-01-16 02:00:00,2024-01-16 05:37:00,6.9381938340043,3.2909626809163703,13.2879240552999,16.886330089677223,Night,Monday,88.60942030171464,81.44337976475231,230.3190328881203,1.2019821663508825,3.0,Level 1,Commuter
User_364,Hyundai Kona,50.0,Station_262,Los Angeles,2024-01-16 03:00:00,2024-01-16 04:39:00,42.29018026674148,2.0122929949822375,37.806096359579605,7.806725650571654,Afternoon,Friday,81.1021620402358,92.83360459772088,242.4530430968343,36.82658398230539,10.547236543818036,Level 1,Casual Driver
User_365,BMW i3,100.0,Station_84,Los Angeles,2024-01-16 04:00:00,2024-01-16 05:06:00,30.036118378192803,1.6434822524313395,13.372949045558247,35.95440543142086,Afternoon,Wednesday,14.364249190360638,80.38540836870507,217.91571614184764,34.95455887605409,6.0,DC Fast Charger,Commuter
User_366,Hyundai Kona,62.0,Station_155,New York,2024-01-16 05:00:00,2024-01-16 06:00:00,10.386093782293678,1.2425644202586024,47.76649443710824,21.488920709528447,Morning,Friday,56.66366372880108,73.29028271679678,188.1506523593367,16.830516164835082,0.0,Level 2,Long-Distance Traveler
User_367,BMW i3,50.0,Station_53,New York,2024-01-16 06:00:00,2024-01-16 09:18:00,45.71947918248383,2.872161730269349,47.84255660041194,31.22627600541321,Night,Saturday,35.421950002135304,88.85354956614376,156.87665110401693,34.297789398053226,7.0,Level 2,Commuter
User_368,Chevy Bolt,50.0,Station_107,Chicago,2024-01-16 07:00:00,2024-01-16 08:31:00,24.59962969556764,2.0078608677549403,11.820175787578869,29.234418562911937,Afternoon,Sunday,51.18826307688968,63.46582475528865,263.83317339672374,14.205489919727103,1.0,Level 2,Commuter
User_369,BMW i3,62.0,Station_357,San Francisco,2024-01-16 08:00:00,2024-01-16 10:02:00,23.1470476755872,3.2840921871772863,25.399493636182896,10.997752785342016,Morning,Tuesday,76.8199763212987,50.972793140727326,61.04731008834905,15.605058979984308,4.0,Level 2,Commuter
User_370,Hyundai Kona,85.0,Station_304,San Francisco,2024-01-16 09:00:00,2024-01-16 12:35:00,52.71641215020086,0.5628169402063448,6.4225565389893315,34.40206563966865,Night,Tuesday,37.682102722139774,81.9072284186087,225.30420808113755,0.16699760506434214,7.0,DC Fast Charger,Long-Distance Traveler
User_371,Nissan Leaf,100.0,Station_135,San Francisco,2024-01-16 10:00:00,2024-01-16 10:43:00,,2.2737418355380994,46.48898767165858,36.94161943713523,Evening,Thursday,15.265841435051515,60.94892254921191,264.89976900936335,36.568063428865905,4.0,DC Fast Charger,Casual Driver
User_372,BMW i3,48.63693124756141,Station_443,Los Angeles,2024-01-16 11:00:00,2024-01-16 14:13:00,68.25299905062542,1.6319957436277532,29.208426798948363,9.459763978515527,Afternoon,Saturday,85.9024619599349,91.27822446726908,50.413024895600245,37.52882264494277,0.0,Level 2,Long-Distance Traveler
User_373,Nissan Leaf,85.0,Station_69,Los Angeles,2024-01-16 12:00:00,2024-01-16 15:13:00,56.42022999086558,0.8288732839363397,25.402852410853516,29.848428683044034,Afternoon,Sunday,32.61238657309413,65.16007356921413,12.807514731098356,17.596802362332962,4.0,Level 1,Long-Distance Traveler
User_374,Chevy Bolt,75.0,Station_11,Houston,2024-01-16 13:00:00,2024-01-16 14:48:00,52.90446366869147,1.5469560347093554,15.572055588337298,18.542883936181408,Night,Saturday,89.8386106965979,97.49538046654772,36.74369480038644,32.57385369012299,3.0,Level 2,Long-Distance Traveler
User_375,Tesla Model 3,50.0,Station_143,Los Angeles,2024-01-16 14:00:00,2024-01-16 14:37:00,28.1635456086215,2.2913223910351843,23.389205345851654,29.76359554553287,Morning,Friday,72.89998625989823,18.700349486531323,23.47388206048818,15.44621676643309,3.0,Level 2,Casual Driver
User_376,Chevy Bolt,100.0,Station_192,Los Angeles,2024-01-16 15:00:00,2024-01-16 18:03:00,1.356731546885289,1.5712045852380068,16.26758640521298,23.87462359696047,Night,Friday,40.92338001382405,83.06868681876806,,-6.550323205012361,3.0,Level 1,Commuter
User_377,BMW i3,85.0,Station_387,Los Angeles,2024-01-16 16:00:00,2024-01-16 17:05:00,8.93042648458991,3.779533948292503,,0.23431699361428657,Morning,Saturday,86.75148899550561,71.80303060461523,275.0786019144124,1.4197169042826001,2.0,Level 2,Long-Distance Traveler
User_378,Nissan Leaf,75.0,Station_378,Chicago,2024-01-16 17:00:00,2024-01-16 18:17:00,55.78297746472087,1.3767971560736199,46.33334189802024,30.47364422787583,Night,Friday,29.614363227382576,88.37842811530948,10.879984091847628,14.240494893531345,4.0,Level 1,Commuter
User_379,Nissan Leaf,85.0,Station_69,Los Angeles,2024-01-16 18:00:00,2024-01-16 19:54:00,16.67359945711931,1.8092826155087116,32.99482958919536,28.15617085673184,Evening,Thursday,77.48514337130472,88.66543213628108,281.8878021909634,33.7293207659469,6.0,DC Fast Charger,Long-Distance Traveler
User_380,Hyundai Kona,100.0,Station_23,New York,2024-01-16 19:00:00,2024-01-16 19:57:00,13.280712325754468,1.7614413222294734,59.14854488775761,13.607430808605434,Afternoon,Sunday,76.55821189990698,81.58200949625066,257.6075888403542,4.206090638748936,5.0,Level 1,Long-Distance Traveler
User_381,Nissan Leaf,50.0,Station_181,New York,2024-01-16 20:00:00,2024-01-16 23:45:00,7.668660934509698,0.7499042038041743,25.457146678252645,17.361623335996903,Morning,Sunday,86.16194217356585,81.61986322060685,53.307438482507266,27.25894496066993,2.5371585100004292,DC Fast Charger,Long-Distance Traveler
User_382,Hyundai Kona,75.0,Station_293,Houston,2024-01-16 21:00:00,2024-01-17 00:39:00,,3.617078160426682,23.223015922709394,17.85819103265846,Evening,Friday,70.60042407643812,89.35441575561919,71.32019242761334,33.10903959748327,4.0,Level 2,Long-Distance Traveler
User_383,Tesla Model 3,62.0,Station_9,Chicago,2024-01-16 22:00:00,2024-01-17 01:57:00,64.94285706525936,3.6367947005783794,49.319128854525374,15.321613858374892,Night,Friday,49.301060486496944,73.24351852996135,41.762292021485166,12.254928644869278,4.0,Level 1,Long-Distance Traveler
User_384,BMW i3,100.0,Station_271,New York,2024-01-16 23:00:00,2024-01-17 02:53:00,70.06077676219795,3.399748992504942,42.945683367847664,15.242748758849396,Morning,Sunday,95.79218803476925,66.37502517544502,164.02863705100555,38.87241151330905,1.0,Level 1,Long-Distance Traveler
User_385,Hyundai Kona,85.0,Station_387,Chicago,2024-01-17 00:00:00,2024-01-17 03:57:00,,1.325136130016742,27.854420426711652,24.654217548100743,Morning,Saturday,10.008818544145797,58.15490030758101,284.5828419798684,22.16544013648148,7.0,Level 2,Casual Driver
User_386,Tesla Model 3,100.0,Station_93,Chicago,2024-01-17 01:00:00,2024-01-17 02:20:00,46.55965371578422,1.6657565361852955,35.776000248726106,23.555734536550013,Evening,Sunday,77.27588158438571,95.74723144237555,197.5286464172002,1.6535023008047476,1.5028687879357574,DC Fast Charger,Commuter
User_387,Nissan Leaf,50.0,Station_454,Houston,2024-01-17 02:00:00,2024-01-17 04:13:00,54.88401335852117,1.8867705056862332,6.98513680525674,6.555981504933964,Night,Saturday,64.28041814613954,82.38389625223746,127.07132090658584,30.593877927821687,2.8179017172438234,Level 1,Commuter
User_388,Nissan Leaf,50.0,Station_17,Chicago,2024-01-17 03:00:00,2024-01-17 06:19:00,13.726133739305283,6.176416559677362,12.48400854700609,21.092385464487474,Evening,Friday,82.91258265105539,90.83107621463682,166.7223837788621,6.7863533910958935,2.0,Level 1,Casual Driver
User_389,Tesla Model 3,75.0,Station_154,Los Angeles,2024-01-17 04:00:00,2024-01-17 06:10:00,74.2197558575455,2.8291553779805483,3.5666530370869136,29.16504149708574,Night,Friday,55.29384158305011,90.09711467947241,,3.2051027160505488,4.0,Level 2,Long-Distance Traveler
User_390,Nissan Leaf,50.0,Station_405,Chicago,2024-01-17 05:00:00,2024-01-17 05:58:00,20.581387676280656,1.536944425840643,37.02662574504806,31.683786704966867,Evening,Saturday,22.542508411280863,84.67236204491557,205.50752200060109,6.7417676444803085,2.0,DC Fast Charger,Casual Driver
User_391,Tesla Model 3,75.0,Station_328,Houston,2024-01-17 06:00:00,2024-01-17 08:36:00,36.047577386304056,1.645779959820823,49.85189638729916,7.461577393955386,Evening,Tuesday,46.328425858845435,52.15170916533472,57.6589438038869,6.8768972815686915,4.0,Level 2,Casual Driver
User_392,Hyundai Kona,62.0,Station_149,Houston,2024-01-17 07:00:00,2024-01-17 08:51:00,31.73575031358406,1.9619576183751197,11.129872762551233,11.73930093741448,Evening,Wednesday,58.968752752506965,81.66823961304,87.27410521974205,-9.569063620054981,3.0,Level 1,Casual Driver
User_393,Hyundai Kona,85.0,Station_377,Houston,2024-01-17 08:00:00,2024-01-17 08:39:00,64.5382469650896,3.970999800756029,17.56016007058113,32.97335649279925,Evening,Tuesday,17.189637655147195,57.13538346069592,258.3785312145929,12.326389479259717,7.0,Level 2,Commuter
User_394,Tesla Model 3,85.0,Station_267,New York,2024-01-17 09:00:00,2024-01-17 11:15:00,41.568620254753704,2.534327206990629,27.876882761572915,37.1092260429216,Night,Friday,25.52830137336865,73.36154763754071,240.38511602501632,-2.1340703019364877,0.0,Level 2,Casual Driver
